category,item,quantity,Sydney,Melbourne,Brisbane,Adelaide,Perth,Hobart,Darwin,Canberra
Other food,"Baked beans, in tomato sauce",420 g,116.0,117.0,111.0,112.0,115.0,126.0,118.0,121.0
Other food,Baby food,120 g can,75.0,75.0,72.0,73.0,76.0,79.0,76.0,77.0
Household supplies,Laundry detergent,1 kg,522.0,509.0,498.0,524.0,533.0,553.0,562.0,553.0
Household supplies,Dishwashing detergent,450 ml,347.0,335.0,322.0,334.0,340.0,357.0,348.0,338.0
Household supplies,Facial tissues,pkt 180,205.0,209.0,213.0,195.0,206.0,220.0,225.0,214.0
Household supplies,Toilet paper,4 x 220 sheet rolls,280.0,286.0,301.0,291.0,312.0,316.0,316.0,311.0
Household supplies,Pet food,400 g,101.0,102.0,104.0,100.0,109.0,118.0,103.0,102.0
Private motoring,"Petrol, unleaded",1 litre,102.1,98.9,93.2,101.2,98.9,107.4,106.8,102.9
Alcoholic drinks,"Beer, low alcohol",24 x 355 ml - 375 ml bottles,2327.0,2294.0,2716.0,2486.0,2899.0,2613.0,2897.0,2317.0
Alcoholic drinks,"Beer, full strength",24 x 375 ml bottles,3384.0,3415.0,3294.0,3289.0,3453.0,3565.0,3658.0,3340.0
Alcoholic drinks,"Draught beer, low alcohol, public bar",285 ml glass,201.0,245.0,217.0,267.0,303.0,247.0,243.0,196.0
Alcoholic drinks,"Draught beer, full strength, public bar",285 ml glass,230.0,279.0,235.0,303.0,313.0,293.0,279.0,225.0
Alcoholic drinks,Scotch,30 ml,409.0,409.0,363.0,476.0,463.0,364.0,417.0,362.0
Personal care products,Toilet soap,4 x 125 g,247.0,241.0,288.0,274.0,267.0,316.0,275.0,240.0
