category,item,quantity,Sydney,Melbourne,Brisbane,Adelaide,Perth,Hobart,Darwin,Canberra
Other food,Baby food,120 g can,78.0,75.0,72.0,74.0,74.0,79.0,77.0,72.0
Household supplies,Laundry detergent,1 kg,559.0,566.0,589.0,541.0,591.0,584.0,606.0,598.0
Household supplies,Dishwashing detergent,450 ml,340.0,314.0,342.0,287.0,326.0,332.0,366.0,293.0
Household supplies,Facial tissues,pkt 180,207.0,212.0,213.0,202.0,208.0,218.0,212.0,210.0
Household supplies,Toilet paper,4 x 220 sheet rolls,299.0,301.0,301.0,294.0,298.0,317.0,316.0,311.0
Household supplies,Pet food,400 g,104.0,102.0,105.0,100.0,108.0,112.0,102.0,109.0
Private motoring,"Petrol, unleaded",1 litre,108.9,105.9,99.0,107.7,104.4,113.8,114.3,108.6
Alcoholic drinks,"Beer, low alcohol",24 x 355 ml - 375 ml bottles,2333.0,2341.0,2713.0,2504.0,2956.0,2654.0,2895.0,2209.0
Alcoholic drinks,"Beer, full strength",24 x 375 ml bottles,3480.0,3561.0,3389.0,3469.0,3547.0,3661.0,3724.0,3474.0
Alcoholic drinks,"Draught beer, low alcohol, public bar",285 ml glass,204.0,248.0,226.0,286.0,310.0,259.0,247.0,214.0
Alcoholic drinks,"Draught beer, full strength, public bar",285 ml glass,236.0,283.0,249.0,320.0,321.0,305.0,294.0,244.0
Alcoholic drinks,Scotch,30 ml,422.0,429.0,381.0,502.0,478.0,381.0,416.0,381.0
Personal care products,Toilet soap,4 x 125 g,291.0,297.0,298.0,288.0,284.0,310.0,309.0,296.0
