category,item,quantity,Sydney,Melbourne,Brisbane,Adelaide,Perth,Hobart,Darwin,Canberra
Meat and seafoods,"Salmon, pink",210 g can,247.0,243.0,249.0,258.0,264.0,335.0,285.0,266.0
Fresh fruit and vegetables,Oranges,1 kg,309.0,292.0,278.0,177.0,410.0,315.0,379.0,326.0
Fresh fruit and vegetables,Bananas,1 kg),1018.0,1067.0,1019.0,1050.0,1091.0,992.0,940.0,975.0
Fresh fruit and vegetables,Potatoes,1 kg,177.0,281.0,220.0,219.0,226.0,241.0,296.0,329.0
Fresh fruit and vegetables,Tomatoes,1 kg,344.0,319.0,344.0,408.0,410.0,385.0,505.0,330.0
Fresh fruit and vegetables,Carrots,1 kg,209.0,207.0,193.0,198.0,139.0,180.0,252.0,215.0
Fresh fruit and vegetables,Onions,1 kg,273.0,249.0,256.0,257.0,230.0,207.0,328.0,273.0
Processed fruit and vegetables,Peaches,825 g can,323.0,326.0,314.0,323.0,321.0,309.0,331.0,317.0
Processed fruit and vegetables,"Pineapple, sliced",450 g can,170.0,167.0,164.0,174.0,185.0,170.0,174.0,175.0
Processed fruit and vegetables,"Peas, frozen",500 g pkt,164.0,165.0,165.0,139.0,166.0,164.0,203.0,166.0
Snacks and confectionery,Chocolate milk,250 g,372.0,400.0,396.0,366.0,392.0,359.0,366.0,377.0
Other food,Eggs,1 dozen,413.0,406.0,403.0,396.0,423.0,404.0,359.0,394.0
Other food,"Sugar, white",2 kg,217.0,224.0,220.0,236.0,274.0,315.0,250.0,240.0
Other food,"Jam, strawberry",500 g jar,307.0,319.0,319.0,285.0,319.0,309.0,324.0,319.0
Other food,Teabags,180 g pkt,394.0,381.0,360.0,356.0,369.0,442.0,380.0,406.0
Other food,"Coffee, instant",150 g jar,694.0,706.0,627.0,677.0,680.0,708.0,678.0,689.0
Other food,Tomato sauce,600 ml,187.0,176.0,171.0,167.0,175.0,188.0,189.0,176.0
Other food,"Margarine, poly-unsaturated",500 g,280.0,280.0,274.0,267.0,279.0,282.0,286.0,281.0
Other food,"Baked beans, in tomato sauce",420 g,145.0,126.0,132.0,138.0,140.0,145.0,145.0,145.0
Other food,Baby food,120 g can,84.0,86.0,85.0,83.0,83.0,87.0,88.0,84.0
Household supplies,Laundry detergent,1 kg,586.0,593.0,581.0,585.0,578.0,576.0,554.0,598.0
Household supplies,Dishwashing detergent,450 ml,366.0,363.0,375.0,363.0,348.0,369.0,370.0,388.0
Household supplies,Facial tissues,pkt 180,224.0,222.0,225.0,223.0,215.0,229.0,230.0,229.0
Household supplies,Toilet paper,8 x 190 sheet rolls,648.0,657.0,646.0,655.0,636.0,660.0,630.0,662.0
Household supplies,Pet food,400 g,113.0,112.0,115.0,108.0,112.0,128.0,121.0,105.0
Private motoring,"Petrol, unleaded",1 litre,115.4,115.8,108.7,113.7,114.3,116.1,126.4,119.5
Alcoholic drinks,"Beer, low alcohol",24 x 355 ml - 375 ml bottles,2564.0,2546.0,2908.0,2572.0,3282.0,2837.0,3079.0,2506.0
Alcoholic drinks,"Beer, full strength",24 x 375 ml bottles,3784.0,3777.0,3455.0,3588.0,3648.0,3852.0,4010.0,3673.0
Alcoholic drinks,"Draught beer, low alcohol, public bar",285 ml glass,226.0,278.0,233.0,310.0,322.0,268.0,243.0,231.0
Alcoholic drinks,"Draught beer, full strength, public bar",285 ml glass,257.0,312.0,258.0,350.0,328.0,314.0,297.0,259.0
Alcoholic drinks,Scotch,30 ml,453.0,512.0,412.0,533.0,512.0,390.0,456.0,410.0
Personal care products,Toilet soap,4 x 125g,286.0,300.0,262.0,242.0,273.0,279.0,304.0,299.0
