category,item,quantity,Sydney,Melbourne,Brisbane,Adelaide,Perth,Hobart,Darwin,Canberra
Household supplies,Laundry detergent,1 kg,563.0,564.0,588.0,558.0,568.0,584.0,606.0,598.0
Household supplies,Dishwashing detergent,450 ml,325.0,339.0,332.0,328.0,349.0,350.0,366.0,352.0
Household supplies,Facial tissues,pkt 180,208.0,211.0,209.0,197.0,208.0,219.0,214.0,204.0
Household supplies,Toilet paper,8 x 190 sheet rolls,602.0,492.0,607.0,584.0,496.0,596.0,543.0,652.0
Household supplies,Pet food,400 g,115.0,118.0,106.0,117.0,109.0,127.0,111.0,108.0
Private motoring,"Petrol, unleaded",1 litre,120.4,120.1,111.5,120.8,118.4,126.0,122.6,122.1
Alcoholic drinks,"Beer, low alcohol",24 x 355 ml - 375 ml bottles,2341.0,2371.0,2751.0,2599.0,3001.0,2699.0,2924.0,2254.0
Alcoholic drinks,"Beer, full strength",24 x 375 ml bottles,3644.0,3621.0,3393.0,3497.0,3611.0,3623.0,3894.0,3518.0
Alcoholic drinks,"Draught beer, low alcohol, public bar",285 ml glass,211.0,257.0,223.0,291.0,309.0,260.0,247.0,218.0
Alcoholic drinks,"Draught beer, full strength, public bar",285 ml glass,242.0,292.0,246.0,328.0,319.0,306.0,296.0,247.0
Alcoholic drinks,Scotch,30 ml,429.0,425.0,381.0,509.0,483.0,382.0,418.0,389.0
Personal care products,Toilet soap,4 x 125g,276.0,300.0,271.0,270.0,290.0,308.0,297.0,284.0
